Drug1_ID,Drug2_ID,CSS,Synergy_ZIP,Synergy_Bliss,Synergy_Loewe,Synergy_HSA,Drug1,Drug2,Y
ABT-888,DINACICLIB,55.249875,2.93670797801732,-0.4865219919701896,-45.2046544615224,0.3493000936263211,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,4.9726050839
ABT-888,DINACICLIB,47.700375,6.667069703995788,8.282710352075291,-46.82350979090529,5.048727113824924,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,6.9534069222
ABT-888,DINACICLIB,52.172375,3.4420528314942302,2.870440348451168,-24.584435664825897,2.9070246825749275,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,11.9707676506
ABT-888,DINACICLIB,47.243625,3.77944283757685,6.6364390240237405,-19.5132781424556,6.14968488091222,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,17.2772056114
ABT-888,DINACICLIB,47.518375000000006,3.4261166587367127,3.9355432416521374,-64.2705309422369,1.3071302186263198,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,3.6130085016
ABT-888,GELDANAMYCIN,48.83325,7.4986511157115805,6.502906382207887,-23.967323103755497,7.047239696411692,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,22.9721630249
ABT-888,GELDANAMYCIN,55.37675,1.8842910263678097,-1.1049338487307998,-20.9585294323002,-2.2022229063736694,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,-4.7829814672
ABT-888,GELDANAMYCIN,49.54775,1.3001377632921545,-1.7770204573637136,-29.516524866457,-1.3264561563736696,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,-6.233105646399999
ABT-888,GELDANAMYCIN,42.491625,8.496973672558102,8.070966850817513,-2.15849789634629,6.000992696411686,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,20.4895540304
ABT-888,GELDANAMYCIN,41.661375,6.294946261072758,5.059961121420015,-38.3078933755015,2.7367175936263144,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,4.1728440759
ABT-888,MK-8669,-1.514625,-0.5530753667143306,-4.9497755768816205,-4.232473749954238,-4.5359551430583815,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1OC)CCC2C)C(C)CC1CC(OC)C(CC1)OP(C)(C)=O,-5.4541171375
ABT-888,MK-8669,16.760749999999998,-0.5896688872317101,3.1346201753960994,-11.858015573937497,-0.3393492813736807,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1OC)CCC2C)C(C)CC1CC(OC)C(CC1)OP(C)(C)=O,5.0791192637
ABT-888,MK-8669,23.9975,1.1140431916779,3.087820298905532,-11.705076923921206,4.033393468626304,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1OC)CCC2C)C(C)CC1CC(OC)C(CC1)OP(C)(C)=O,10.1025804599
ABT-888,MK-8669,17.679,0.94032833062242,5.022295134483239,2.76298961289581,6.54143881537972,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1OC)CCC2C)C(C)CC1CC(OC)C(CC1)OP(C)(C)=O,14.2399767828
ABT-888,MK-8669,12.666625,-0.912288907367979,1.8858307861830956,-11.798891881603897,-1.4685019063736902,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CC1=CC=CC=CC(C)CC(C)C(=O)C(OC)C(O)C(C)=CC(C)C(=O)CC(OC(=O)C2CCCCN2C(=O)C(=O)C2(O)OC(CC1OC)CCC2C)C(C)CC1CC(OC)C(CC1)OP(C)(C)=O,4.0469844433
ABT-888,MK-8776,14.961,-1.20324149994802,1.2533625598036229,-9.501240387253713,2.2210791793243945,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,C[n]1cc(c[n]1)-c1c[n][n]2c(N)c(Br)c([n]c21)C1CNCCC1,3.6021401132
ABT-888,MK-8776,21.075375,2.0184577078689525,2.143991642517242,-20.0496393790976,-0.9908864063736926,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,C[n]1cc(c[n]1)-c1c[n][n]2c(N)c(Br)c([n]c21)C1CNCCC1,-1.9575887317
ABT-888,MK-8776,47.424125,0.1208180423262164,-3.406382489437483,-33.1453089695757,-2.8047456563736928,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,C[n]1cc(c[n]1)-c1c[n][n]2c(N)c(Br)c([n]c21)C1CNCCC1,-7.794220194099999
ABT-888,MK-8776,32.868125,0.0926479566136027,1.0007591190822445,-14.6022487854663,1.2252380513249157,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,C[n]1cc(c[n]1)-c1c[n][n]2c(N)c(Br)c([n]c21)C1CNCCC1,1.978586679
ABT-888,MK-8776,15.83825,0.1981686363548496,3.9174633747604295,-14.45039423410809,0.5111462116445475,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,C[n]1cc(c[n]1)-c1c[n][n]2c(N)c(Br)c([n]c21)C1CNCCC1,1.0604569664
ABT-888,SORAFENIB,62.69725,6.2187606278859455,3.343712873626511,-12.567087192879,4.167788218626335,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CNC(=O)c1cc(cc[n]1)Oc1ccc(cc1)NC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,11.8330385321
ABT-888,SORAFENIB,54.364875,2.5260451275814924,2.98066233143412,-15.3205894282866,1.2855764686262998,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CNC(=O)c1cc(cc[n]1)Oc1ccc(cc1)NC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,3.7773131483
ABT-888,SORAFENIB,60.9795,7.593879093463283,7.920073060013587,-7.798968886796911,8.529438718626304,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CNC(=O)c1cc(cc[n]1)Oc1ccc(cc1)NC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,13.6892552573
ABT-888,SORAFENIB,41.474125,6.540306044255734,7.633559147522603,-8.280336980717392,-0.065891837195927,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CNC(=O)c1cc(cc[n]1)Oc1ccc(cc1)NC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,-4.856993724800001
ABT-888,SORAFENIB,55.891000000000005,14.870656862995718,16.11137830252919,-4.605823655825673,13.7840404686263,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,CNC(=O)c1cc(cc[n]1)Oc1ccc(cc1)NC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,17.279905933
BORTEZOMIB,ABT-888,41.29825,1.3898797529105518,0.4227544582120107,-49.1683648163469,1.1671511069416214,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,7.320155847
BORTEZOMIB,ABT-888,42.280375,1.8751058326174608,1.4272467295607525,-49.4209019277649,-0.6538239430583775,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,-15.4217102694
BORTEZOMIB,ABT-888,33.94025,0.3534820446284387,-1.175519024928045,-25.598945773581,-0.8087989357615,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,-1.3493487963
BORTEZOMIB,ABT-888,45.234750000000005,-0.663953265703116,1.0744740475454382,-21.379793703208897,1.5288622967479877,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,-1.3063243275
BORTEZOMIB,ABT-888,38.922125,2.3962169127454374,2.2910241331718098,-46.5437412370658,0.13085373194162,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1(CCCN1)c1[nH]c2cccc(C(N)=O)c2[n]1,-7.5148374815
BORTEZOMIB,DASATINIB,37.161375,2.550638127867375,-2.1046270999273142,-54.94546339049127,-4.618130143058375,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,Cc1cccc(Cl)c1NC(=O)c1c[n]c(Nc2cc([n]c(C)[n]2)N2CCN(CCO)CC2)[s]1,-9.2178912765
BORTEZOMIB,DASATINIB,64.65225,1.6586108260324448,1.7181266840731515,0.3778190346470848,2.6529378160512,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,Cc1cccc(Cl)c1NC(=O)c1c[n]c(Nc2cc([n]c(C)[n]2)N2CCN(CCO)CC2)[s]1,-4.7601846597
BORTEZOMIB,DASATINIB,3.5947500000000003,-23.636525147947527,-58.8352735344553,-59.8563105508603,-56.6212453089488,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,Cc1cccc(Cl)c1NC(=O)c1c[n]c(Nc2cc([n]c(C)[n]2)N2CCN(CCO)CC2)[s]1,-203.7000357622
BORTEZOMIB,DASATINIB,64.25262500000001,-1.200190791702604,-1.2769977143032405,-3.6584291878432897,0.7959003160511988,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,Cc1cccc(Cl)c1NC(=O)c1c[n]c(Nc2cc([n]c(C)[n]2)N2CCN(CCO)CC2)[s]1,25.3305340243
BORTEZOMIB,DASATINIB,49.476125,0.1256358431296342,1.4088176603984397,-1.3495599643069514,2.509194345114494,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,Cc1cccc(Cl)c1NC(=O)c1c[n]c(Nc2cc([n]c(C)[n]2)N2CCN(CCO)CC2)[s]1,-4.7962644596
BORTEZOMIB,DINACICLIB,52.968625,-0.124084640459127,-2.8595577543081827,-5.616840571482262,-1.6208197129970228,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,-23.2484859652
BORTEZOMIB,DINACICLIB,69.57575,1.2380425687937042,1.3566127733397395,-3.705395292825817,1.1718810409587097,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,-20.6052274564
BORTEZOMIB,DINACICLIB,56.754125,-0.6278379554580766,-2.2755745481274,-5.298395897598269,-0.8321345135143887,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,-21.3826925779
BORTEZOMIB,DINACICLIB,67.560875,-0.011539747336789,-1.439055019057171,-6.37057957244217,-1.03585981467999,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,-29.3334621952
BORTEZOMIB,DINACICLIB,61.50625,-0.2067410982147962,-1.058635681128802,-4.15593102151059,1.0332728237661897,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CCc1c[n][n]2c1[n]c(cc2NCc1c[n+]([O-])ccc1)N1CCCCC1CCO,-20.943677582
BORTEZOMIB,GELDANAMYCIN,69.85999999999999,1.72007431443835,1.5490703620417676,-1.8785771099103603,2.3402927283102786,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,-4.0081973123
BORTEZOMIB,GELDANAMYCIN,73.30949999999999,-0.8750285602696838,-3.064223803687355,-6.269362696211394,-2.1493171839487824,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,-30.9141895407
BORTEZOMIB,GELDANAMYCIN,60.87262499999999,-2.221773923689468,-5.1191410174328,-7.0991677378773295,-2.7228470924701105,CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)c1c[n]cc[n]1)B(O)O,CC1=CC(C)C(O)C(CC(C)CC2=C(OC)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C1OC(N)=O)C2=O)OC,-41.0843033538
